model,recall,precision
VGG16,0.1564102564102564,0.9838709677419355
VGG16,0.15384615384615385,0.9836065573770492
VGG16,0.15128205128205127,0.9833333333333333
VGG16,0.14871794871794872,0.9830508474576272
VGG16,0.14615384615384616,0.9827586206896551
VGG16,0.14358974358974358,0.9824561403508771
VGG16,0.14102564102564102,0.9821428571428571
VGG16,0.13846153846153847,0.9818181818181818
VGG16,0.1358974358974359,0.9814814814814815
VGG16,0.13333333333333333,0.9811320754716981
VGG16,0.13076923076923078,0.9807692307692307
VGG16,0.1282051282051282,0.9803921568627451
VGG16,0.12564102564102564,0.98
VGG16,0.12307692307692308,0.9795918367346939
VGG16,0.12051282051282051,0.9791666666666666
VGG16,0.11794871794871795,0.9787234042553191
VGG16,0.11538461538461539,0.9782608695652174
VGG16,0.11282051282051282,0.9777777777777777
VGG16,0.11025641025641025,0.9772727272727273
VGG16,0.1076923076923077,0.9767441860465116
VGG16,0.10512820512820513,0.9761904761904762
VGG16,0.10256410256410256,0.975609756097561
VGG16,0.1,0.975
VGG16,0.09743589743589744,0.9743589743589743
VGG16,0.09487179487179487,0.9736842105263158
VGG16,0.09230769230769231,0.972972972972973
VGG16,0.08974358974358974,0.9722222222222222
VGG16,0.08717948717948718,0.9714285714285714
VGG16,0.08461538461538462,0.9705882352941176
VGG16,0.08205128205128205,0.9696969696969697
VGG16,0.07948717948717948,0.96875
VGG16,0.07692307692307693,0.967741935483871
VGG16,0.07692307692307693,1.0
VGG16,0.07435897435897436,1.0
VGG16,0.07179487179487179,1.0
VGG16,0.06923076923076923,1.0
VGG16,0.06666666666666667,1.0
VGG16,0.0641025641025641,1.0
VGG16,0.06153846153846154,1.0
VGG16,0.05897435897435897,1.0
VGG16,0.05641025641025641,1.0
VGG16,0.05384615384615385,1.0
VGG16,0.05128205128205128,1.0
VGG16,0.04871794871794872,1.0
VGG16,0.046153846153846156,1.0
VGG16,0.04358974358974359,1.0
VGG16,0.041025641025641026,1.0
VGG16,0.038461538461538464,1.0
VGG16,0.035897435897435895,1.0
VGG16,0.03333333333333333,1.0
VGG16,0.03076923076923077,1.0
VGG16,0.028205128205128206,1.0
VGG16,0.02564102564102564,1.0
VGG16,0.023076923076923078,1.0
VGG16,0.020512820512820513,1.0
VGG16,0.017948717948717947,1.0
VGG16,0.015384615384615385,1.0
VGG16,0.01282051282051282,1.0
VGG16,0.010256410256410256,1.0
VGG16,0.007692307692307693,1.0
VGG16,0.005128205128205128,1.0
VGG16,0.002564102564102564,1.0
VGG16,0.0,1.0
DenseNet121,1.0,0.625
DenseNet121,1.0,0.6260032102728732
DenseNet121,1.0,0.6270096463022508
DenseNet121,1.0,0.6280193236714976
DenseNet121,1.0,0.6290322580645161
DenseNet121,1.0,0.630048465266559
DenseNet121,1.0,0.6310679611650486
DenseNet121,1.0,0.6320907617504052
DenseNet121,1.0,0.6331168831168831
DenseNet121,1.0,0.6341463414634146
